chapter#,verse#,chapter,verse
30,40,سورة الروم,الله الذي خلقكم ثم رزقكم ثم يميتكم ثم يحييكم هل من شركائكم من يفعل من ذٰلكم من شيء سبحٰنه وتعٰلىٰ عما يشركون
30,41,سورة الروم,ظهر الفساد في البر والبحر بما كسبت ايدي الناس ليذيقهم بعض الذي عملوا لعلهم يرجعون
30,42,سورة الروم,قل سيروا في الارض فانظروا كيف كان عٰقبة الذين من قبل كان اكثرهم مشركين
30,43,سورة الروم,فاقم وجهك للدين القيم من قبل ان ياتي يوم لا مرد له من الله يومئذ يصدعون
30,44,سورة الروم,من كفر فعليه كفره ومن عمل صٰلحا فلانفسهم يمهدون
30,45,سورة الروم,ليجزي الذين ءامنوا وعملوا الصٰلحٰت من فضله انه لا يحب الكٰفرين
30,46,سورة الروم,ومن ءايٰته ان يرسل الرياح مبشرٰت وليذيقكم من رحمته ولتجري الفلك بامره ولتبتغوا من فضله ولعلكم تشكرون
30,47,سورة الروم,ولقد ارسلنا من قبلك رسلا الىٰ قومهم فجاءوهم بالبينٰت فانتقمنا من الذين اجرموا وكان حقا علينا نصر المؤمنين
30,48,سورة الروم,الله الذي يرسل الريٰح فتثير سحابا فيبسطه في السماء كيف يشاء ويجعله كسفا فترى الودق يخرج من خلٰله فاذا اصاب به من يشاء من عباده اذا هم يستبشرون
30,49,سورة الروم,وان كانوا من قبل ان ينزل عليهم من قبله لمبلسين
30,50,سورة الروم,فانظر الىٰ ءاثٰر رحمت الله كيف يحي الارض بعد موتها ان ذٰلك لمحي الموتىٰ وهو علىٰ كل شيء قدير
30,51,سورة الروم,ولئن ارسلنا ريحا فراوه مصفرا لظلوا من بعده يكفرون
30,52,سورة الروم,فانك لا تسمع الموتىٰ ولا تسمع الصم الدعاء اذا ولوا مدبرين
30,53,سورة الروم,وما انت بهٰد العمي عن ضلٰلتهم ان تسمع الا من يؤمن بايٰتنا فهم مسلمون
30,54,سورة الروم,الله الذي خلقكم من ضعف ثم جعل من بعد ضعف قوة ثم جعل من بعد قوة ضعفا وشيبة يخلق ما يشاء وهو العليم القدير
30,55,سورة الروم,ويوم تقوم الساعة يقسم المجرمون ما لبثوا غير ساعة كذٰلك كانوا يؤفكون
30,56,سورة الروم,وقال الذين اوتوا العلم والايمٰن لقد لبثتم في كتٰب الله الىٰ يوم البعث فهٰذا يوم البعث ولٰكنكم كنتم لا تعلمون
30,57,سورة الروم,فيومئذ لا ينفع الذين ظلموا معذرتهم ولا هم يستعتبون
30,58,سورة الروم,ولقد ضربنا للناس في هٰذا القرءان من كل مثل ولئن جئتهم باية ليقولن الذين كفروا ان انتم الا مبطلون
30,59,سورة الروم,كذٰلك يطبع الله علىٰ قلوب الذين لا يعلمون
30,60,سورة الروم,فاصبر ان وعد الله حق ولا يستخفنك الذين لا يوقنون
31,0,سورة لقمان,سورة لقمان
31,0,سورة لقمان,بسم الله الرحمٰن الرحيم
31,1,سورة لقمان,الم
31,2,سورة لقمان,تلك ءايٰت الكتٰب الحكيم
31,3,سورة لقمان,هدى ورحمة للمحسنين
31,4,سورة لقمان,الذين يقيمون الصلوٰة ويؤتون الزكوٰة وهم بالاخرة هم يوقنون
31,5,سورة لقمان,اولٰئك علىٰ هدى من ربهم واولٰئك هم المفلحون
31,6,سورة لقمان,ومن الناس من يشتري لهو الحديث ليضل عن سبيل الله بغير علم ويتخذها هزوا اولٰئك لهم عذاب مهين
31,7,سورة لقمان,واذا تتلىٰ عليه ءايٰتنا ولىٰ مستكبرا كان لم يسمعها كان في اذنيه وقرا فبشره بعذاب اليم
31,8,سورة لقمان,ان الذين ءامنوا وعملوا الصٰلحٰت لهم جنٰت النعيم
31,9,سورة لقمان,خٰلدين فيها وعد الله حقا وهو العزيز الحكيم
31,10,سورة لقمان,خلق السمٰوٰت بغير عمد ترونها والقىٰ في الارض روٰسي ان تميد بكم وبث فيها من كل دابة وانزلنا من السماء ماء فانبتنا فيها من كل زوج كريم
31,11,سورة لقمان,هٰذا خلق الله فاروني ماذا خلق الذين من دونه بل الظٰلمون في ضلٰل مبين
31,12,سورة لقمان,ولقد ءاتينا لقمٰن الحكمة ان اشكر لله ومن يشكر فانما يشكر لنفسه ومن كفر فان الله غني حميد
31,13,سورة لقمان,واذ قال لقمٰن لابنه وهو يعظه يٰبني لا تشرك بالله ان الشرك لظلم عظيم
31,14,سورة لقمان,ووصينا الانسٰن بوٰلديه حملته امه وهنا علىٰ وهن وفصٰله في عامين ان اشكر لي ولوٰلديك الي المصير
31,15,سورة لقمان,وان جٰهداك علىٰ ان تشرك بي ما ليس لك به علم فلا تطعهما وصاحبهما في الدنيا معروفا واتبع سبيل من اناب الي ثم الي مرجعكم فانبئكم بما كنتم تعملون
31,16,سورة لقمان,يٰبني انها ان تك مثقال حبة من خردل فتكن في صخرة او في السمٰوٰت او في الارض يات بها الله ان الله لطيف خبير
31,17,سورة لقمان,يٰبني اقم الصلوٰة وامر بالمعروف وانه عن المنكر واصبر علىٰ ما اصابك ان ذٰلك من عزم الامور
31,18,سورة لقمان,ولا تصعر خدك للناس ولا تمش في الارض مرحا ان الله لا يحب كل مختال فخور
31,19,سورة لقمان,واقصد في مشيك واغضض من صوتك ان انكر الاصوٰت لصوت الحمير
31,20,سورة لقمان,الم تروا ان الله سخر لكم ما في السمٰوٰت وما في الارض واسبغ عليكم نعمه ظٰهرة وباطنة ومن الناس من يجٰدل في الله بغير علم ولا هدى ولا كتٰب منير
31,21,سورة لقمان,واذا قيل لهم اتبعوا ما انزل الله قالوا بل نتبع ما وجدنا عليه ءاباءنا اولو كان الشيطٰن يدعوهم الىٰ عذاب السعير
31,22,سورة لقمان,ومن يسلم وجهه الى الله وهو محسن فقد استمسك بالعروة الوثقىٰ والى الله عٰقبة الامور
31,23,سورة لقمان,ومن كفر فلا يحزنك كفره الينا مرجعهم فننبئهم بما عملوا ان الله عليم بذات الصدور
31,24,سورة لقمان,نمتعهم قليلا ثم نضطرهم الىٰ عذاب غليظ
31,25,سورة لقمان,ولئن سالتهم من خلق السمٰوٰت والارض ليقولن الله قل الحمد لله بل اكثرهم لا يعلمون
31,26,سورة لقمان,لله ما في السمٰوٰت والارض ان الله هو الغني الحميد
31,27,سورة لقمان,ولو انما في الارض من شجرة اقلٰم والبحر يمده من بعده سبعة ابحر ما نفدت كلمٰت الله ان الله عزيز حكيم
31,28,سورة لقمان,ما خلقكم ولا بعثكم الا كنفس وٰحدة ان الله سميع بصير
31,29,سورة لقمان,الم تر ان الله يولج اليل في النهار ويولج النهار في اليل وسخر الشمس والقمر كل يجري الىٰ اجل مسمى وان الله بما تعملون خبير
31,30,سورة لقمان,ذٰلك بان الله هو الحق وان ما يدعون من دونه البٰطل وان الله هو العلي الكبير
31,31,سورة لقمان,الم تر ان الفلك تجري في البحر بنعمت الله ليريكم من ءايٰته ان في ذٰلك لايٰت لكل صبار شكور
31,32,سورة لقمان,واذا غشيهم موج كالظلل دعوا الله مخلصين له الدين فلما نجىٰهم الى البر فمنهم مقتصد وما يجحد بايٰتنا الا كل ختار كفور
31,33,سورة لقمان,يٰايها الناس اتقوا ربكم واخشوا يوما لا يجزي والد عن ولده ولا مولود هو جاز عن والده شيا ان وعد الله حق فلا تغرنكم الحيوٰة الدنيا ولا يغرنكم بالله الغرور
31,34,سورة لقمان,ان الله عنده علم الساعة وينزل الغيث ويعلم ما في الارحام وما تدري نفس ماذا تكسب غدا وما تدري نفس باي ارض تموت ان الله عليم خبير
32,0,سورة السجدة,سورة السجدة
32,0,سورة السجدة,بسم الله الرحمٰن الرحيم
32,1,سورة السجدة,الم
32,2,سورة السجدة,تنزيل الكتٰب لا ريب فيه من رب العٰلمين
32,3,سورة السجدة,ام يقولون افترىٰه بل هو الحق من ربك لتنذر قوما ما اتىٰهم من نذير من قبلك لعلهم يهتدون
32,4,سورة السجدة,الله الذي خلق السمٰوٰت والارض وما بينهما في ستة ايام ثم استوىٰ على العرش ما لكم من دونه من ولي ولا شفيع افلا تتذكرون
